wl	n
6.7579e-01	4.1143e+00
6.8920e-01	4.2100e+00
7.0289e-01	4.3072e+00
7.1684e-01	4.4061e+00
7.3107e-01	4.5065e+00
7.4559e-01	4.6085e+00
7.6039e-01	4.7123e+00
7.7549e-01	4.8178e+00
7.9088e-01	4.9251e+00
8.0658e-01	5.0343e+00
8.2260e-01	5.1453e+00
8.3893e-01	5.2583e+00
8.5558e-01	5.3732e+00
8.7257e-01	5.4902e+00
8.8989e-01	5.6093e+00
9.0756e-01	5.7304e+00
9.2557e-01	5.8538e+00
9.4395e-01	5.9793e+00
9.6269e-01	6.1072e+00
9.8180e-01	6.2373e+00
1.0013e+00	6.3699e+00
1.0212e+00	6.5048e+00
1.0414e+00	6.6423e+00
1.0621e+00	6.7823e+00
1.0832e+00	6.9248e+00
1.1047e+00	7.0700e+00
1.1266e+00	7.2179e+00
1.1490e+00	7.3686e+00
1.1718e+00	7.5221e+00
1.1951e+00	7.6785e+00
1.2188e+00	7.8378e+00
1.2430e+00	8.0001e+00
1.2677e+00	8.1654e+00
1.2929e+00	8.3339e+00
1.3185e+00	8.5056e+00
1.3447e+00	8.6805e+00
1.3714e+00	8.8587e+00
1.3986e+00	9.0403e+00
1.4264e+00	9.2254e+00
1.4547e+00	9.4140e+00
1.4836e+00	9.6062e+00
1.5130e+00	9.8021e+00
1.5431e+00	1.0002e+01
1.5737e+00	1.0205e+01
1.6050e+00	1.0412e+01
1.6368e+00	1.0624e+01
1.6693e+00	1.0839e+01
1.7025e+00	1.1059e+01
1.7363e+00	1.1282e+01
1.7707e+00	1.1510e+01
1.8059e+00	1.1743e+01
1.8417e+00	1.1979e+01
1.8783e+00	1.2221e+01
1.9156e+00	1.2467e+01
1.9536e+00	1.2718e+01
1.9924e+00	1.2973e+01
2.0319e+00	1.3234e+01
2.0723e+00	1.3499e+01
2.1134e+00	1.3770e+01
2.1554e+00	1.4046e+01
2.1982e+00	1.4327e+01
2.2418e+00	1.4614e+01
2.2863e+00	1.4906e+01
2.3317e+00	1.5203e+01
2.3780e+00	1.5507e+01
2.4252e+00	1.5816e+01
2.4734e+00	1.6131e+01
2.5225e+00	1.6453e+01
2.5725e+00	1.6780e+01
2.6236e+00	1.7114e+01
2.6757e+00	1.7454e+01
2.7288e+00	1.7801e+01
2.7830e+00	1.8154e+01
2.8383e+00	1.8514e+01
2.8946e+00	1.8881e+01
2.9521e+00	1.9255e+01
3.0107e+00	1.9636e+01
3.0704e+00	2.0025e+01
3.1314e+00	2.0421e+01
3.1936e+00	2.0824e+01
3.2570e+00	2.1235e+01
3.3216e+00	2.1654e+01
3.3876e+00	2.2081e+01
3.4548e+00	2.2516e+01
3.5234e+00	2.2959e+01
3.5934e+00	2.3410e+01
3.6647e+00	2.3870e+01
3.7375e+00	2.4339e+01
3.8117e+00	2.4817e+01
3.8873e+00	2.5303e+01
3.9645e+00	2.5799e+01
4.0432e+00	2.6304e+01
4.1235e+00	2.6818e+01
4.2053e+00	2.7342e+01
4.2888e+00	2.7876e+01
4.3740e+00	2.8419e+01
4.4608e+00	2.8973e+01
4.5494e+00	2.9537e+01
4.6397e+00	3.0111e+01
4.7318e+00	3.0696e+01
4.8257e+00	3.1291e+01
4.9216e+00	3.1898e+01
5.0193e+00	3.2515e+01
5.1189e+00	3.3143e+01
5.2205e+00	3.3783e+01
5.3242e+00	3.4435e+01
5.4299e+00	3.5098e+01
5.5377e+00	3.5773e+01
5.6476e+00	3.6460e+01
5.7597e+00	3.7159e+01
5.8741e+00	3.7870e+01
5.9907e+00	3.8594e+01
6.1096e+00	3.9331e+01
6.2309e+00	4.0080e+01
6.3546e+00	4.0842e+01
6.4808e+00	4.1618e+01
6.6094e+00	4.2407e+01
6.7407e+00	4.3209e+01
6.8745e+00	4.4025e+01
7.0110e+00	4.4854e+01
7.1502e+00	4.5697e+01
7.2921e+00	4.6555e+01
7.4369e+00	4.7426e+01
7.5845e+00	4.8312e+01
7.7351e+00	4.9212e+01
7.8887e+00	5.0126e+01
8.0453e+00	5.1055e+01
8.2050e+00	5.1999e+01
8.3679e+00	5.2958e+01
8.5340e+00	5.3931e+01
8.7034e+00	5.4920e+01
8.8762e+00	5.5923e+01
9.0524e+00	5.6942e+01
9.2322e+00	5.7976e+01
9.4154e+00	5.9025e+01
9.6024e+00	6.0090e+01
9.7930e+00	6.1170e+01
9.9874e+00	6.2265e+01
1.0186e+01	6.3376e+01
1.0388e+01	6.4502e+01
1.0594e+01	6.5643e+01
1.0804e+01	6.6800e+01
1.1019e+01	6.7973e+01
1.1238e+01	6.9160e+01
1.1461e+01	7.0363e+01
1.1688e+01	7.1581e+01
1.1920e+01	7.2814e+01
1.2157e+01	7.4063e+01
1.2398e+01	7.5326e+01
