wl	n
4.4241e-01	2.2956e+00
4.5161e-01	2.2913e+00
4.6100e-01	2.2880e+00
4.7058e-01	2.2880e+00
4.8036e-01	2.2941e+00
4.9035e-01	2.3088e+00
5.0054e-01	2.3343e+00
5.1094e-01	2.3725e+00
5.2157e-01	2.4247e+00
5.3241e-01	2.4911e+00
5.4348e-01	2.5713e+00
5.5477e-01	2.6639e+00
5.6631e-01	2.7672e+00
5.7808e-01	2.8793e+00
5.9010e-01	2.9983e+00
6.0236e-01	3.1227e+00
6.1488e-01	3.2509e+00
6.2767e-01	3.3821e+00
6.4071e-01	3.5153e+00
6.5403e-01	3.6500e+00
6.6763e-01	3.7857e+00
6.8151e-01	3.9221e+00
6.9567e-01	4.0592e+00
7.1014e-01	4.1967e+00
7.2490e-01	4.3347e+00
7.3997e-01	4.4732e+00
7.5535e-01	4.6121e+00
7.7105e-01	4.7516e+00
7.8708e-01	4.8917e+00
8.0344e-01	5.0325e+00
8.2014e-01	5.1740e+00
8.3719e-01	5.3164e+00
8.5459e-01	5.4597e+00
8.7236e-01	5.6040e+00
8.9049e-01	5.7494e+00
9.0900e-01	5.8960e+00
9.2790e-01	6.0439e+00
9.4719e-01	6.1931e+00
9.6688e-01	6.3438e+00
9.8698e-01	6.4959e+00
1.0075e+00	6.6497e+00
1.0284e+00	6.8052e+00
1.0498e+00	6.9624e+00
1.0716e+00	7.1215e+00
1.0939e+00	7.2825e+00
1.1167e+00	7.4456e+00
1.1399e+00	7.6108e+00
1.1636e+00	7.7782e+00
1.1878e+00	7.9480e+00
1.2124e+00	8.1202e+00
1.2376e+00	8.2949e+00
1.2634e+00	8.4722e+00
1.2896e+00	8.6522e+00
1.3164e+00	8.8350e+00
1.3438e+00	9.0208e+00
1.3717e+00	9.2095e+00
1.4003e+00	9.4014e+00
1.4294e+00	9.5966e+00
1.4591e+00	9.7951e+00
1.4894e+00	9.9970e+00
1.5204e+00	1.0203e+01
1.5520e+00	1.0412e+01
1.5842e+00	1.0625e+01
1.6172e+00	1.0842e+01
1.6508e+00	1.1063e+01
1.6851e+00	1.1288e+01
1.7201e+00	1.1517e+01
1.7559e+00	1.1751e+01
1.7924e+00	1.1989e+01
1.8297e+00	1.2232e+01
1.8677e+00	1.2479e+01
1.9065e+00	1.2732e+01
1.9462e+00	1.2989e+01
1.9866e+00	1.3252e+01
2.0279e+00	1.3520e+01
2.0701e+00	1.3793e+01
2.1131e+00	1.4072e+01
2.1570e+00	1.4356e+01
2.2019e+00	1.4646e+01
2.2476e+00	1.4942e+01
2.2944e+00	1.5244e+01
2.3421e+00	1.5552e+01
2.3907e+00	1.5866e+01
2.4404e+00	1.6187e+01
2.4912e+00	1.6515e+01
2.5430e+00	1.6849e+01
2.5958e+00	1.7190e+01
2.6498e+00	1.7539e+01
2.7049e+00	1.7894e+01
2.7611e+00	1.8257e+01
2.8185e+00	1.8627e+01
2.8771e+00	1.9005e+01
2.9369e+00	1.9390e+01
2.9979e+00	1.9784e+01
3.0602e+00	2.0186e+01
3.1239e+00	2.0596e+01
3.1888e+00	2.1014e+01
3.2551e+00	2.1442e+01
3.3228e+00	2.1878e+01
3.3918e+00	2.2323e+01
3.4623e+00	2.2777e+01
3.5343e+00	2.3241e+01
3.6078e+00	2.3714e+01
3.6828e+00	2.4197e+01
3.7593e+00	2.4690e+01
3.8375e+00	2.5193e+01
3.9173e+00	2.5706e+01
3.9987e+00	2.6230e+01
4.0818e+00	2.6765e+01
4.1667e+00	2.7311e+01
4.2533e+00	2.7868e+01
4.3417e+00	2.8436e+01
4.4319e+00	2.9016e+01
4.5241e+00	2.9608e+01
4.6181e+00	3.0211e+01
4.7141e+00	3.0828e+01
4.8121e+00	3.1456e+01
4.9122e+00	3.2098e+01
5.0143e+00	3.2752e+01
5.1185e+00	3.3420e+01
5.2249e+00	3.4101e+01
5.3335e+00	3.4796e+01
5.4444e+00	3.5505e+01
5.5576e+00	3.6228e+01
5.6731e+00	3.6966e+01
5.7910e+00	3.7718e+01
5.9114e+00	3.8486e+01
6.0343e+00	3.9269e+01
6.1597e+00	4.0067e+01
6.2878e+00	4.0881e+01
6.4185e+00	4.1712e+01
6.5519e+00	4.2559e+01
6.6881e+00	4.3423e+01
6.8271e+00	4.4303e+01
6.9691e+00	4.5201e+01
7.1139e+00	4.6117e+01
7.2618e+00	4.7050e+01
7.4128e+00	4.8002e+01
7.5669e+00	4.8972e+01
7.7242e+00	4.9961e+01
7.8847e+00	5.0969e+01
8.0486e+00	5.1996e+01
8.2159e+00	5.3043e+01
8.3867e+00	5.4110e+01
8.5611e+00	5.5198e+01
8.7390e+00	5.6306e+01
8.9207e+00	5.7434e+01
9.1061e+00	5.8584e+01
9.2954e+00	5.9756e+01
9.4887e+00	6.0949e+01
9.6859e+00	6.2165e+01
9.8873e+00	6.3403e+01
1.0093e+01	6.4663e+01
1.0303e+01	6.5947e+01
1.0517e+01	6.7254e+01
1.0735e+01	6.8584e+01
1.0959e+01	6.9938e+01
1.1186e+01	7.1317e+01
1.1419e+01	7.2719e+01
1.1656e+01	7.4147e+01
1.1899e+01	7.5599e+01
1.2146e+01	7.7077e+01
1.2398e+01	7.8579e+01
