wl	n
1.1920e+01	1.5582e+01
1.2157e+01	1.6040e+01
1.2398e+01	1.6510e+01

wl	k
2.4797e-01	1.6810e+00
2.5289e-01	1.7252e+00
2.5791e-01	1.7720e+00
2.6303e-01	1.8208e+00
2.6825e-01	1.8711e+00
2.7358e-01	1.9223e+00
2.7901e-01	1.9740e+00
2.8455e-01	2.0259e+00
2.9020e-01	2.0776e+00
2.9596e-01	2.1290e+00
3.0184e-01	2.1798e+00
3.0783e-01	2.2299e+00
3.1394e-01	2.2793e+00
3.2017e-01	2.3279e+00
3.2653e-01	2.3758e+00
3.3301e-01	2.4229e+00
3.3962e-01	2.4694e+00
3.4637e-01	2.5154e+00
3.5324e-01	2.5610e+00
3.6025e-01	2.6062e+00
3.6741e-01	2.6513e+00
3.7470e-01	2.6963e+00
3.8214e-01	2.7414e+00
3.8973e-01	2.7867e+00
3.9746e-01	2.8323e+00
4.0535e-01	2.8785e+00
4.1340e-01	2.9253e+00
4.2161e-01	2.9727e+00
4.2998e-01	3.0210e+00
4.3852e-01	3.0702e+00
4.4722e-01	3.1204e+00
4.5610e-01	3.1717e+00
4.6515e-01	3.2240e+00
4.7439e-01	3.2774e+00
4.8381e-01	3.3320e+00
4.9341e-01	3.3878e+00
5.0321e-01	3.4447e+00
5.1320e-01	3.5027e+00
5.2339e-01	3.5618e+00
5.3378e-01	3.6219e+00
5.4437e-01	3.6830e+00
5.5518e-01	3.7451e+00
5.6620e-01	3.8079e+00
5.7744e-01	3.8715e+00
5.8891e-01	3.9358e+00
6.0060e-01	4.0007e+00
6.1252e-01	4.0661e+00
6.2468e-01	4.1318e+00
6.3709e-01	4.1979e+00
6.4973e-01	4.2641e+00
6.6263e-01	4.3305e+00
6.7579e-01	4.3969e+00
6.8920e-01	4.4633e+00
7.0289e-01	4.5297e+00
7.1684e-01	4.5958e+00
7.3107e-01	4.6618e+00
7.4559e-01	4.7276e+00
7.6039e-01	4.7932e+00
7.7549e-01	4.8586e+00
7.9088e-01	4.9238e+00
8.0658e-01	4.9889e+00
8.2260e-01	5.0540e+00
8.3893e-01	5.1191e+00
8.5558e-01	5.1843e+00
8.7257e-01	5.2498e+00
8.8989e-01	5.3158e+00
9.0756e-01	5.3823e+00
9.2557e-01	5.4496e+00
9.4395e-01	5.5178e+00
9.6269e-01	5.5871e+00
9.8180e-01	5.6577e+00
1.0013e+00	5.7297e+00
1.0212e+00	5.8033e+00
1.0414e+00	5.8785e+00
1.0621e+00	5.9554e+00
1.0832e+00	6.0341e+00
1.1047e+00	6.1143e+00
1.1266e+00	6.1960e+00
1.1490e+00	6.2788e+00
1.1718e+00	6.3623e+00
1.1951e+00	6.4460e+00
1.2188e+00	6.5291e+00
1.2430e+00	6.6107e+00
1.2677e+00	6.6899e+00
1.2929e+00	6.7653e+00
1.3185e+00	6.8357e+00
1.3447e+00	6.8998e+00
1.3714e+00	6.9560e+00
1.3986e+00	7.0031e+00
1.4264e+00	7.0399e+00
1.4547e+00	7.0655e+00
1.4836e+00	7.0792e+00
1.5130e+00	7.0810e+00
1.5431e+00	7.0710e+00
1.5737e+00	7.0502e+00
1.6050e+00	7.0198e+00
1.6368e+00	6.9815e+00
1.6693e+00	6.9375e+00
1.7025e+00	6.8899e+00
1.7363e+00	6.8415e+00
1.7707e+00	6.7946e+00
1.8059e+00	6.7518e+00
1.8417e+00	6.7156e+00
1.8783e+00	6.6881e+00
1.9156e+00	6.6714e+00
1.9536e+00	6.6674e+00
1.9924e+00	6.6776e+00
2.0319e+00	6.7034e+00
2.0723e+00	6.7457e+00
2.1134e+00	6.8054e+00
2.1554e+00	6.8830e+00
2.1982e+00	6.9789e+00
2.2418e+00	7.0930e+00
2.2863e+00	7.2252e+00
2.3317e+00	7.3748e+00
2.3780e+00	7.5413e+00
2.4252e+00	7.7237e+00
2.4734e+00	7.9211e+00
2.5225e+00	8.1325e+00
2.5725e+00	8.3567e+00
2.6236e+00	8.5928e+00
2.6757e+00	8.8395e+00
2.7288e+00	9.0961e+00
2.7830e+00	9.3617e+00
2.8383e+00	9.6354e+00
2.8946e+00	9.9165e+00
2.9521e+00	1.0205e+01
3.0107e+00	1.0499e+01
3.0704e+00	1.0800e+01
3.1314e+00	1.1106e+01
3.1936e+00	1.1417e+01
3.2570e+00	1.1734e+01
3.3216e+00	1.2056e+01
3.3876e+00	1.2383e+01
3.4548e+00	1.2714e+01
3.5234e+00	1.3050e+01
3.5934e+00	1.3391e+01
3.6647e+00	1.3737e+01
3.7375e+00	1.4087e+01
3.8117e+00	1.4442e+01
3.8873e+00	1.4801e+01
3.9645e+00	1.5165e+01
4.0432e+00	1.5534e+01
4.1235e+00	1.5908e+01
4.2053e+00	1.6287e+01
4.2888e+00	1.6670e+01
4.3740e+00	1.7059e+01
4.4608e+00	1.7452e+01
4.5494e+00	1.7851e+01
4.6397e+00	1.8254e+01
4.7318e+00	1.8663e+01
4.8257e+00	1.9078e+01
4.9216e+00	1.9497e+01
5.0193e+00	1.9922e+01
5.1189e+00	2.0352e+01
5.2205e+00	2.0788e+01
5.3242e+00	2.1229e+01
5.4299e+00	2.1676e+01
5.5377e+00	2.2129e+01
5.6476e+00	2.2587e+01
5.7597e+00	2.3051e+01
5.8741e+00	2.3520e+01
5.9907e+00	2.3996e+01
6.1096e+00	2.4477e+01
6.2309e+00	2.4964e+01
6.3546e+00	2.5457e+01
6.4808e+00	2.5955e+01
6.6094e+00	2.6460e+01
6.7407e+00	2.6970e+01
6.8745e+00	2.7486e+01
7.0110e+00	2.8008e+01
7.1502e+00	2.8536e+01
7.2921e+00	2.9070e+01
7.4369e+00	2.9609e+01
7.5845e+00	3.0154e+01
7.7351e+00	3.0705e+01
7.8887e+00	3.1262e+01
8.0453e+00	3.1824e+01
8.2050e+00	3.2392e+01
8.3679e+00	3.2965e+01
8.5340e+00	3.3544e+01
8.7034e+00	3.4128e+01
8.8762e+00	3.4717e+01
9.0524e+00	3.5311e+01
9.2322e+00	3.5911e+01
9.4154e+00	3.6516e+01
9.6024e+00	3.7125e+01
9.7930e+00	3.7740e+01
9.9874e+00	3.8359e+01
1.0186e+01	3.8983e+01
1.0388e+01	3.9611e+01
1.0594e+01	4.0244e+01
1.0804e+01	4.0881e+01
1.1019e+01	4.1522e+01
1.1238e+01	4.2167e+01
1.1461e+01	4.2816e+01
1.1688e+01	4.3469e+01
1.1920e+01	4.4125e+01
1.2157e+01	4.4785e+01
1.2398e+01	4.5448e+01
